Name,Preferred Subject,Age,Proficiency,name,age,subject,score
Matthew Ramirez,Language Learning,12.0,9.0,,,,
Joseph Perez,Information Technology,14.0,9.0,,,,
Richard Rodriguez,Social Sciences,15.0,9.0,,,,
Donald Jones,Physical Science and Engineering,14.0,6.0,,,,
Ashley Clark,Physical Science and Engineering,15.0,3.0,,,,
Barbara White,Computer Science,18.0,5.0,,,,
Ashley Martinez,Health,13.0,7.0,,,,
William Miller,Physical Science and Engineering,13.0,6.0,,,,
Jennifer Taylor,Language Learning,16.0,8.0,,,,
Susan Smith,Information Technology,16.0,6.0,,,,
Margaret Williams,Data Science,18.0,6.0,,,,
Ashley Moore,Information Technology,12.0,2.0,,,,
Michelle Miller,Computer Science,14.0,1.0,,,,
Barbara Johnson,Information Technology,15.0,3.0,,,,
Anthony Thompson,Social Sciences,17.0,8.0,,,,
Thomas Martin,Health,17.0,0.0,,,,
Matthew Lee,Business,16.0,5.0,,,,
Donna Davis,Math and Logic,14.0,9.0,,,,
Daniel Thomas,Arts and Humanities,13.0,5.0,,,,
Kimberly Perez,Language Learning,14.0,1.0,,,,
Barbara Lewis,Language Learning,15.0,9.0,,,,
Karen Clark,Computer Science,14.0,4.0,,,,
Joseph Lewis,Computer Science,18.0,8.0,,,,
Charles Perez,Arts and Humanities,14.0,4.0,,,,
Ashley Thomas,Social Sciences,18.0,5.0,,,,
Betty Martin,Business,13.0,4.0,,,,
Daniel Moore,Health,12.0,2.0,,,,
Donald Martinez,Social Sciences,13.0,2.0,,,,
Michael Davis,Health,14.0,5.0,,,,
Linda Lewis,Personal Development,16.0,9.0,,,,
Charles Wilson,Language Learning,14.0,5.0,,,,
Mark Hernandez,Language Learning,14.0,5.0,,,,
Jessica Perez,Computer Science,12.0,1.0,,,,
Margaret Brown,Language Learning,12.0,3.0,,,,
Barbara Anderson,Information Technology,17.0,3.0,,,,
Christopher Perez,Health,18.0,0.0,,,,
Linda Lopez,Language Learning,17.0,5.0,,,,
Betty Thompson,Information Technology,13.0,9.0,,,,
William Harris,Information Technology,17.0,1.0,,,,
Donald Clark,Math and Logic,13.0,5.0,,,,
Ashley Martin,Physical Science and Engineering,18.0,4.0,,,,
Anthony Perez,Language Learning,16.0,1.0,,,,
Jessica Smith,Health,15.0,9.0,,,,
Charles Rodriguez,Health,17.0,6.0,,,,
Steven Miller,Health,13.0,3.0,,,,
Anthony Johnson,Arts and Humanities,18.0,10.0,,,,
Emily Harris,Social Sciences,14.0,5.0,,,,
Christopher Rodriguez,Information Technology,12.0,1.0,,,,
Christopher Wilson,Information Technology,16.0,1.0,,,,
Betty Sanchez,Business,17.0,0.0,,,,
Mark Wilson,Social Sciences,17.0,9.0,,,,
Betty Rodriguez,Computer Science,17.0,6.0,,,,
Patricia Rodriguez,Health,18.0,7.0,,,,
Ashley White,Business,18.0,4.0,,,,
Joseph Hernandez,Personal Development,15.0,5.0,,,,
John Martinez,Business,15.0,1.0,,,,
Mark Wilson,Personal Development,14.0,10.0,,,,
Joseph Jackson,Computer Science,18.0,3.0,,,,
David Moore,Physical Science and Engineering,18.0,6.0,,,,
Susan Harris,Health,15.0,3.0,,,,
Linda Martin,Language Learning,15.0,6.0,,,,
Michelle Hernandez,Math and Logic,14.0,5.0,,,,
William Martin,Arts and Humanities,12.0,9.0,,,,
Paul Smith,Business,13.0,0.0,,,,
Mary Sanchez,Data Science,12.0,5.0,,,,
Matthew Williams,Language Learning,13.0,0.0,,,,
Nancy Robinson,Data Science,14.0,4.0,,,,
Daniel Harris,Arts and Humanities,12.0,1.0,,,,
Emily Williams,Data Science,16.0,7.0,,,,
Patricia Taylor,Physical Science and Engineering,17.0,3.0,,,,
Susan Lopez,Social Sciences,13.0,7.0,,,,
Paul Miller,Data Science,12.0,2.0,,,,
David Clark,Business,13.0,2.0,,,,
Paul Gonzalez,Social Sciences,14.0,3.0,,,,
Joseph Martinez,Computer Science,16.0,4.0,,,,
David Robinson,Math and Logic,14.0,2.0,,,,
Lisa Hernandez,Data Science,13.0,6.0,,,,
Anthony Miller,Health,14.0,7.0,,,,
Emily White,Computer Science,15.0,8.0,,,,
Jessica Smith,Personal Development,18.0,7.0,,,,
John Ramirez,Business,14.0,0.0,,,,
Mary Harris,Math and Logic,16.0,3.0,,,,
Kimberly Brown,Physical Science and Engineering,18.0,10.0,,,,
Steven Gonzalez,Information Technology,12.0,2.0,,,,
Ashley Johnson,Information Technology,14.0,3.0,,,,
David Martinez,Data Science,13.0,10.0,,,,
Karen Smith,Business,16.0,8.0,,,,
Joseph Lee,Social Sciences,16.0,1.0,,,,
Jessica Johnson,Social Sciences,18.0,2.0,,,,
Sarah White,Computer Science,16.0,8.0,,,,
Linda Clark,Business,14.0,1.0,,,,
Matthew Lee,Business,17.0,7.0,,,,
Betty Jones,Information Technology,13.0,1.0,,,,
Sarah Ramirez,Personal Development,17.0,8.0,,,,
Jennifer Williams,Social Sciences,12.0,9.0,,,,
Robert Taylor,Computer Science,15.0,10.0,,,,
Anthony Smith,Personal Development,16.0,9.0,,,,
James White,Health,16.0,3.0,,,,
Paul Martin,Data Science,14.0,5.0,,,,
Elizabeth Brown,Social Sciences,14.0,4.0,,,,
Donna Sanchez,Physical Science and Engineering,16.0,10.0,,,,
Betty Miller,Health,18.0,7.0,,,,
Joshua Ramirez,Language Learning,16.0,10.0,,,,
Karen Sanchez,Math and Logic,12.0,5.0,,,,
Christopher Wilson,Computer Science,18.0,2.0,,,,
Steven White,Business,16.0,1.0,,,,
Mary Martinez,Personal Development,16.0,1.0,,,,
Sarah Anderson,Information Technology,14.0,2.0,,,,
Richard Brown,Personal Development,17.0,7.0,,,,
Thomas Lee,Social Sciences,17.0,5.0,,,,
Andrew Thomas,Computer Science,18.0,9.0,,,,
Matthew Martinez,Math and Logic,12.0,6.0,,,,
Margaret Williams,Data Science,13.0,3.0,,,,
Joseph Wilson,Data Science,16.0,7.0,,,,
Emily Rodriguez,Social Sciences,15.0,3.0,,,,
Donald Martinez,Language Learning,14.0,1.0,,,,
Paul Taylor,Information Technology,14.0,1.0,,,,
Jessica Gonzalez,Business,18.0,4.0,,,,
Mary Thomas,Personal Development,16.0,9.0,,,,
Betty Lopez,Language Learning,18.0,3.0,,,,
Paul Thompson,Information Technology,18.0,3.0,,,,
Michael Anderson,Data Science,12.0,1.0,,,,
Joseph Jackson,Arts and Humanities,15.0,0.0,,,,
Mary Gonzalez,Social Sciences,15.0,8.0,,,,
Joseph Anderson,Personal Development,14.0,8.0,,,,
Lisa Thomas,Arts and Humanities,18.0,6.0,,,,
Andrew Brown,Health,16.0,2.0,,,,
Karen Hernandez,Data Science,13.0,3.0,,,,
Elizabeth Sanchez,Data Science,13.0,0.0,,,,
Jennifer Brown,Physical Science and Engineering,16.0,6.0,,,,
Emily Garcia,Computer Science,13.0,5.0,,,,
Susan Ramirez,Information Technology,18.0,9.0,,,,
Ashley Jackson,Social Sciences,12.0,4.0,,,,
Jessica Williams,Data Science,16.0,10.0,,,,
Elizabeth Gonzalez,Data Science,13.0,0.0,,,,
Michelle Clark,Social Sciences,14.0,0.0,,,,
Donald Taylor,Business,16.0,3.0,,,,
Andrew Harris,Social Sciences,18.0,8.0,,,,
Joseph Johnson,Math and Logic,16.0,1.0,,,,
Ashley Rodriguez,Math and Logic,12.0,8.0,,,,
Anthony Martinez,Health,16.0,0.0,,,,
Nancy Clark,Data Science,17.0,3.0,,,,
Elizabeth Johnson,Arts and Humanities,18.0,6.0,,,,
Christopher Thompson,Computer Science,12.0,4.0,,,,
Andrew Martin,Computer Science,17.0,8.0,,,,
Anthony Ramirez,Language Learning,12.0,5.0,,,,
James Rodriguez,Personal Development,13.0,1.0,,,,
Susan Harris,Business,16.0,10.0,,,,
Emily Sanchez,Business,12.0,0.0,,,,
Ashley Moore,Health,18.0,0.0,,,,
Ashley Hernandez,Social Sciences,14.0,2.0,,,,
Jessica Hernandez,Arts and Humanities,18.0,1.0,,,,
Sandra Thompson,Language Learning,15.0,8.0,,,,
Donald Taylor,Arts and Humanities,13.0,2.0,,,,
Emily Ramirez,Computer Science,14.0,4.0,,,,
Jennifer Robinson,Arts and Humanities,13.0,1.0,,,,
Michael Wilson,Health,17.0,4.0,,,,
Robert Gonzalez,Business,16.0,0.0,,,,
William Harris,Information Technology,18.0,8.0,,,,
James Garcia,Business,13.0,1.0,,,,
Kimberly White,Data Science,14.0,7.0,,,,
Linda Garcia,Language Learning,13.0,0.0,,,,
Richard Anderson,Arts and Humanities,12.0,2.0,,,,
Linda Johnson,Information Technology,17.0,8.0,,,,
Margaret Thomas,Math and Logic,16.0,4.0,,,,
David Lee,Data Science,14.0,6.0,,,,
Kimberly Thomas,Business,16.0,1.0,,,,
William White,Data Science,15.0,6.0,,,,
Emily Wilson,Business,17.0,10.0,,,,
Betty Smith,Business,18.0,8.0,,,,
Charles Brown,Personal Development,13.0,7.0,,,,
Margaret Martinez,Physical Science and Engineering,18.0,8.0,,,,
Sarah Taylor,Health,18.0,7.0,,,,
Christopher Martin,Arts and Humanities,12.0,10.0,,,,
Lisa Jackson,Arts and Humanities,18.0,10.0,,,,
David Jones,Data Science,16.0,3.0,,,,
Charles Taylor,Computer Science,17.0,2.0,,,,
Susan Sanchez,Personal Development,12.0,1.0,,,,
Michelle Thompson,Physical Science and Engineering,13.0,4.0,,,,
Lisa Taylor,Health,12.0,9.0,,,,
Joshua Rodriguez,Arts and Humanities,16.0,9.0,,,,
Donald Anderson,Language Learning,14.0,9.0,,,,
Susan Robinson,Personal Development,13.0,7.0,,,,
Nancy Robinson,Business,15.0,0.0,,,,
William Garcia,Business,13.0,3.0,,,,
Kimberly Thompson,Physical Science and Engineering,14.0,10.0,,,,
Donald Smith,Information Technology,12.0,2.0,,,,
Christopher Wilson,Information Technology,12.0,0.0,,,,
Barbara Jones,Personal Development,14.0,4.0,,,,
Donald Williams,Physical Science and Engineering,17.0,3.0,,,,
James Martinez,Business,15.0,10.0,,,,
Richard Miller,Business,12.0,4.0,,,,
Michael Moore,Computer Science,13.0,10.0,,,,
Sandra Hernandez,Information Technology,13.0,7.0,,,,
Michael Johnson,Health,12.0,4.0,,,,
Michelle Anderson,Data Science,14.0,3.0,,,,
Joshua Garcia,Physical Science and Engineering,17.0,3.0,,,,
Robert Lopez,Personal Development,14.0,4.0,,,,
Emily Lewis,Business,14.0,4.0,,,,
Joseph Lopez,Business,13.0,2.0,,,,
James Robinson,Information Technology,18.0,1.0,,,,
Richard Rodriguez,Health,12.0,0.0,,,,
Charles Clark,Personal Development,12.0,6.0,,,,
Margaret Jackson,Information Technology,14.0,5.0,,,,
Karen Lopez,Computer Science,13.0,1.0,,,,
Michelle Harris,Health,12.0,0.0,,,,
Betty Robinson,Business,13.0,0.0,,,,
Thomas Moore,Math and Logic,12.0,4.0,,,,
Paul Lee,Information Technology,18.0,6.0,,,,
Richard Williams,Data Science,14.0,0.0,,,,
Donna Jones,Data Science,14.0,1.0,,,,
Michael White,Computer Science,12.0,0.0,,,,
Susan Rodriguez,Computer Science,15.0,10.0,,,,
Barbara Rodriguez,Health,15.0,4.0,,,,
Andrew Brown,Language Learning,16.0,1.0,,,,
William Sanchez,Arts and Humanities,12.0,3.0,,,,
Kimberly Jackson,Personal Development,17.0,1.0,,,,
Matthew Hernandez,Business,17.0,3.0,,,,
Andrew Harris,Language Learning,12.0,5.0,,,,
Donna Martin,Information Technology,12.0,5.0,,,,
Sarah Sanchez,Computer Science,16.0,5.0,,,,
Michelle Perez,Math and Logic,17.0,7.0,,,,
Donald Miller,Arts and Humanities,15.0,9.0,,,,
David Smith,Information Technology,14.0,4.0,,,,
Joseph Miller,Data Science,16.0,2.0,,,,
Jennifer Robinson,Data Science,16.0,0.0,,,,
Michelle Jones,Computer Science,14.0,7.0,,,,
Elizabeth Garcia,Business,17.0,2.0,,,,
Donald Ramirez,Social Sciences,18.0,10.0,,,,
James Hernandez,Physical Science and Engineering,14.0,10.0,,,,
Robert Lewis,Social Sciences,14.0,2.0,,,,
Patricia Jones,Arts and Humanities,15.0,10.0,,,,
Steven Sanchez,Computer Science,15.0,3.0,,,,
Mark Wilson,Information Technology,17.0,9.0,,,,
Donald Hernandez,Computer Science,18.0,5.0,,,,
Karen Taylor,Personal Development,17.0,6.0,,,,
Linda Davis,Data Science,15.0,7.0,,,,
Emily Gonzalez,Language Learning,13.0,2.0,,,,
Matthew Harris,Computer Science,17.0,10.0,,,,
Matthew Thompson,Information Technology,18.0,1.0,,,,
Donald Lopez,Business,14.0,7.0,,,,
Karen Clark,Information Technology,14.0,6.0,,,,
Kimberly Hernandez,Social Sciences,14.0,1.0,,,,
Kimberly Williams,Social Sciences,12.0,8.0,,,,
Joshua Clark,Health,18.0,9.0,,,,
Susan Garcia,Arts and Humanities,16.0,8.0,,,,
Sarah Thompson,Business,17.0,9.0,,,,
Elizabeth Clark,Data Science,13.0,8.0,,,,
Margaret Moore,Health,16.0,7.0,,,,
Mark Thomas,Social Sciences,16.0,8.0,,,,
Thomas Perez,Social Sciences,12.0,7.0,,,,
Linda Moore,Data Science,13.0,7.0,,,,
Margaret Lee,Data Science,15.0,6.0,,,,
Daniel Garcia,Physical Science and Engineering,16.0,7.0,,,,
Mary Ramirez,Data Science,18.0,7.0,,,,
Lisa Ramirez,Computer Science,16.0,5.0,,,,
Sandra Harris,Math and Logic,14.0,1.0,,,,
Daniel White,Arts and Humanities,14.0,3.0,,,,
Margaret Miller,Business,13.0,8.0,,,,
Michelle Moore,Data Science,12.0,7.0,,,,
Richard Gonzalez,Physical Science and Engineering,15.0,7.0,,,,
Lisa Garcia,Data Science,14.0,10.0,,,,
James Miller,Health,17.0,1.0,,,,
Mark Lopez,Personal Development,12.0,2.0,,,,
Kimberly Miller,Social Sciences,16.0,3.0,,,,
James Jackson,Computer Science,17.0,9.0,,,,
Karen Hernandez,Data Science,18.0,8.0,,,,
Michael Robinson,Math and Logic,12.0,1.0,,,,
Lisa Robinson,Business,12.0,8.0,,,,
Thomas Taylor,Personal Development,15.0,9.0,,,,
James Martin,Social Sciences,12.0,3.0,,,,
Sarah Johnson,Social Sciences,17.0,9.0,,,,
Sarah Lee,Information Technology,17.0,7.0,,,,
Donald Gonzalez,Information Technology,15.0,10.0,,,,
John Thompson,Data Science,17.0,10.0,,,,
Thomas Rodriguez,Arts and Humanities,15.0,2.0,,,,
Patricia Jackson,Personal Development,17.0,0.0,,,,
Mary Ramirez,Business,16.0,4.0,,,,
Donald Martin,Health,12.0,8.0,,,,
Sandra Thomas,Math and Logic,12.0,7.0,,,,
Barbara Thomas,Data Science,12.0,3.0,,,,
Paul Sanchez,Arts and Humanities,18.0,0.0,,,,
Michael Johnson,Math and Logic,18.0,4.0,,,,
Lisa Smith,Math and Logic,18.0,5.0,,,,
Michelle Lewis,Physical Science and Engineering,17.0,1.0,,,,
Elizabeth Thompson,Physical Science and Engineering,17.0,9.0,,,,
Barbara Ramirez,Computer Science,16.0,4.0,,,,
William Williams,Health,17.0,5.0,,,,
Anthony Clark,Data Science,13.0,5.0,,,,
Linda Johnson,Information Technology,13.0,8.0,,,,
Mark Lee,Arts and Humanities,17.0,6.0,,,,
Patricia Hernandez,Computer Science,14.0,8.0,,,,
Michael Ramirez,Math and Logic,13.0,1.0,,,,
Paul Rodriguez,Information Technology,18.0,10.0,,,,
Richard Lee,Personal Development,17.0,7.0,,,,
Michelle White,Social Sciences,12.0,3.0,,,,
Mary Hernandez,Language Learning,15.0,4.0,,,,
Christopher Lewis,Business,16.0,1.0,,,,
David Lewis,Math and Logic,13.0,8.0,,,,
Donna White,Data Science,15.0,8.0,,,,
Lisa Taylor,Social Sciences,18.0,10.0,,,,
James Perez,Physical Science and Engineering,16.0,0.0,,,,
Betty Wilson,Physical Science and Engineering,13.0,7.0,,,,
Patricia Williams,Personal Development,13.0,9.0,,,,
Richard Clark,Language Learning,17.0,10.0,,,,
Steven Jones,Physical Science and Engineering,12.0,6.0,,,,
Sarah Williams,Computer Science,17.0,4.0,,,,
Barbara Anderson,Arts and Humanities,18.0,10.0,,,,
John Rodriguez,Business,15.0,0.0,,,,
Joshua Miller,Data Science,14.0,3.0,,,,
Steven Wilson,Computer Science,17.0,10.0,,,,
Barbara Lee,Computer Science,15.0,10.0,,,,
James Martinez,Personal Development,13.0,1.0,,,,
Sarah Moore,Math and Logic,17.0,5.0,,,,
Daniel Brown,Computer Science,18.0,7.0,,,,
Nancy Anderson,Physical Science and Engineering,15.0,5.0,,,,
Andrew Clark,Language Learning,18.0,8.0,,,,
Jennifer Jackson,Personal Development,16.0,5.0,,,,
Sandra Williams,Computer Science,16.0,9.0,,,,
Linda Robinson,Data Science,18.0,3.0,,,,
Jennifer Garcia,Arts and Humanities,15.0,9.0,,,,
Jennifer Garcia,Language Learning,13.0,1.0,,,,
Christopher Jackson,Arts and Humanities,12.0,8.0,,,,
Mary Harris,Social Sciences,16.0,10.0,,,,
David Sanchez,Personal Development,13.0,5.0,,,,
James Miller,Language Learning,17.0,3.0,,,,
Lisa Anderson,Arts and Humanities,14.0,10.0,,,,
Jennifer Lewis,Social Sciences,15.0,6.0,,,,
Jessica Martinez,Information Technology,16.0,2.0,,,,
Richard White,Language Learning,18.0,0.0,,,,
William Martinez,Arts and Humanities,17.0,5.0,,,,
Patricia Gonzalez,Language Learning,12.0,4.0,,,,
Charles Garcia,Math and Logic,17.0,4.0,,,,
Sarah Jones,Arts and Humanities,12.0,9.0,,,,
Andrew Hernandez,Data Science,12.0,3.0,,,,
Anthony Davis,Health,14.0,3.0,,,,
Richard Rodriguez,Information Technology,16.0,9.0,,,,
Richard Garcia,Arts and Humanities,13.0,2.0,,,,
Charles Rodriguez,Business,13.0,7.0,,,,
Mark Rodriguez,Business,17.0,1.0,,,,
Jennifer Thomas,Language Learning,18.0,10.0,,,,
Daniel Jackson,Language Learning,17.0,9.0,,,,
Lisa Lopez,Social Sciences,17.0,5.0,,,,
Kimberly Anderson,Social Sciences,17.0,4.0,,,,
David Johnson,Information Technology,14.0,0.0,,,,
Donna Gonzalez,Social Sciences,15.0,6.0,,,,
Elizabeth Moore,Business,13.0,3.0,,,,
Andrew Miller,Language Learning,18.0,8.0,,,,
Margaret Lopez,Health,13.0,5.0,,,,
Charles Miller,Information Technology,16.0,6.0,,,,
Nancy Thompson,Math and Logic,17.0,7.0,,,,
Steven Moore,Language Learning,15.0,0.0,,,,
Sarah Williams,Computer Science,12.0,2.0,,,,
Steven Harris,Personal Development,17.0,0.0,,,,
Susan Rodriguez,Computer Science,13.0,7.0,,,,
Susan Anderson,Personal Development,13.0,10.0,,,,
Thomas Johnson,Business,13.0,1.0,,,,
Linda Taylor,Information Technology,12.0,5.0,,,,
Barbara Thomas,Social Sciences,12.0,3.0,,,,
William Anderson,Personal Development,17.0,7.0,,,,
Donna Hernandez,Personal Development,17.0,8.0,,,,
Lisa Jackson,Data Science,15.0,10.0,,,,
Matthew Perez,Computer Science,18.0,4.0,,,,
Donna Lewis,Arts and Humanities,14.0,2.0,,,,
John Hernandez,Social Sciences,16.0,0.0,,,,
Michael Lee,Business,14.0,10.0,,,,
Daniel Ramirez,Business,16.0,5.0,,,,
James Garcia,Arts and Humanities,15.0,5.0,,,,
Anthony Thomas,Personal Development,17.0,10.0,,,,
Nancy Hernandez,Language Learning,13.0,10.0,,,,
Michael Garcia,Health,14.0,5.0,,,,
Daniel Martinez,Arts and Humanities,18.0,5.0,,,,
David Anderson,Personal Development,13.0,3.0,,,,
Paul Garcia,Math and Logic,16.0,10.0,,,,
Mary Anderson,Data Science,15.0,5.0,,,,
Michelle Anderson,Health,12.0,4.0,,,,
Donna Jackson,Physical Science and Engineering,13.0,4.0,,,,
Margaret White,Health,16.0,0.0,,,,
Betty Thomas,Social Sciences,14.0,7.0,,,,
Jessica Rodriguez,Language Learning,12.0,8.0,,,,
Lisa Martin,Social Sciences,14.0,9.0,,,,
Nancy Thomas,Language Learning,14.0,10.0,,,,
Betty Martinez,Arts and Humanities,13.0,6.0,,,,
John Robinson,Social Sciences,17.0,7.0,,,,
Joseph Harris,Information Technology,18.0,7.0,,,,
Steven Brown,Business,12.0,8.0,,,,
Anthony Wilson,Language Learning,14.0,8.0,,,,
Sarah Jackson,Data Science,17.0,8.0,,,,
Betty Jackson,Computer Science,16.0,9.0,,,,
Mary Garcia,Health,18.0,2.0,,,,
Steven Garcia,Personal Development,17.0,10.0,,,,
Karen Lewis,Language Learning,12.0,2.0,,,,
Joshua Thompson,Arts and Humanities,17.0,1.0,,,,
Kimberly Miller,Physical Science and Engineering,13.0,0.0,,,,
Andrew Harris,Social Sciences,17.0,0.0,,,,
William Jones,Arts and Humanities,16.0,7.0,,,,
Nancy Sanchez,Data Science,15.0,2.0,,,,
Patricia Williams,Data Science,12.0,10.0,,,,
Karen Sanchez,Business,18.0,10.0,,,,
Elizabeth Sanchez,Data Science,15.0,0.0,,,,
Daniel Anderson,Computer Science,12.0,4.0,,,,
Betty Garcia,Data Science,14.0,0.0,,,,
Sandra Smith,Health,16.0,9.0,,,,
Elizabeth Miller,Information Technology,12.0,4.0,,,,
Barbara Martinez,Math and Logic,13.0,7.0,,,,
Karen Williams,Data Science,18.0,1.0,,,,
Barbara Davis,Business,18.0,1.0,,,,
Susan Wilson,Physical Science and Engineering,13.0,2.0,,,,
Jennifer White,Physical Science and Engineering,14.0,4.0,,,,
Jessica Jones,Business,12.0,6.0,,,,
Emily Ramirez,Health,15.0,1.0,,,,
Lisa Smith,Health,18.0,7.0,,,,
Donald Garcia,Business,14.0,5.0,,,,
Daniel Brown,Business,18.0,10.0,,,,
Donald Moore,Business,14.0,7.0,,,,
Betty Thompson,Business,15.0,8.0,,,,
Susan Robinson,Language Learning,14.0,0.0,,,,
Donald Perez,Language Learning,15.0,4.0,,,,
Matthew Clark,Arts and Humanities,18.0,1.0,,,,
Sandra Thompson,Health,15.0,0.0,,,,
Jessica Harris,Social Sciences,17.0,4.0,,,,
Michael Gonzalez,Arts and Humanities,16.0,8.0,,,,
William Hernandez,Information Technology,14.0,6.0,,,,
William Gonzalez,Health,12.0,6.0,,,,
Christopher Lewis,Personal Development,17.0,7.0,,,,
Charles Clark,Computer Science,16.0,1.0,,,,
Margaret Martin,Personal Development,12.0,8.0,,,,
Betty Moore,Business,14.0,6.0,,,,
Robert Lopez,Business,18.0,4.0,,,,
Ashley Perez,Language Learning,12.0,4.0,,,,
Donna Smith,Language Learning,17.0,2.0,,,,
Joseph Lewis,Personal Development,16.0,6.0,,,,
Joshua Garcia,Personal Development,17.0,2.0,,,,
Jessica Lopez,Computer Science,16.0,4.0,,,,
Lisa Hernandez,Computer Science,16.0,4.0,,,,
Steven Clark,Social Sciences,14.0,7.0,,,,
James Martin,Computer Science,15.0,0.0,,,,
Joshua Harris,Arts and Humanities,15.0,4.0,,,,
Betty Robinson,Business,17.0,9.0,,,,
Robert Lee,Business,14.0,8.0,,,,
Joseph Jones,Personal Development,13.0,6.0,,,,
Ashley Miller,Computer Science,12.0,7.0,,,,
John Miller,Arts and Humanities,12.0,1.0,,,,
Karen Wilson,Personal Development,15.0,1.0,,,,
Jennifer Hernandez,Math and Logic,14.0,0.0,,,,
Matthew Lee,Data Science,17.0,1.0,,,,
Barbara Wilson,Health,18.0,8.0,,,,
Elizabeth Martinez,Data Science,14.0,7.0,,,,
Karen Gonzalez,Math and Logic,15.0,7.0,,,,
Donald Johnson,Information Technology,18.0,0.0,,,,
Thomas Wilson,Health,13.0,3.0,,,,
Barbara Garcia,Information Technology,13.0,3.0,,,,
Betty Perez,Personal Development,16.0,2.0,,,,
Kimberly Clark,Math and Logic,16.0,5.0,,,,
Michael Anderson,Language Learning,15.0,7.0,,,,
Jennifer Lopez,Personal Development,16.0,0.0,,,,
Michael Lee,Information Technology,16.0,4.0,,,,
Betty Sanchez,Personal Development,16.0,10.0,,,,
James Garcia,Business,15.0,4.0,,,,
Christopher Jones,Arts and Humanities,17.0,3.0,,,,
Andrew Taylor,Business,15.0,0.0,,,,
Matthew Perez,Language Learning,14.0,7.0,,,,
Sandra Smith,Physical Science and Engineering,15.0,3.0,,,,
Ashley Lee,Social Sciences,17.0,2.0,,,,
Betty Wilson,Language Learning,16.0,4.0,,,,
Patricia Martinez,Computer Science,16.0,6.0,,,,
Margaret Rodriguez,Language Learning,18.0,10.0,,,,
Linda Martin,Arts and Humanities,13.0,6.0,,,,
Mark Taylor,Information Technology,12.0,8.0,,,,
Lisa Harris,Social Sciences,13.0,9.0,,,,
Donald Thompson,Arts and Humanities,15.0,9.0,,,,
Nancy Ramirez,Health,17.0,7.0,,,,
Paul Lopez,Business,12.0,10.0,,,,
